53.508875,9.576533,G
53.508656,9.582923,G
53.509439,9.586784,G
53.633658,9.596574,G
53.637619,9.598944,G
53.527405,9.605507,G
53.55687,9.606892,G
53.434818,9.60694,G
53.571147,9.607056,G
53.412085,9.607818,G
53.560505,9.607989,G
53.575711,9.61294,G
53.475271,9.613126,G
53.54301,9.617716,G
53.411131,9.618517,G
53.435717,9.618967,G
53.813209,9.619012,G
53.436371,9.620814,G
53.478841,9.621819,G
53.805585,9.623653,G
53.598526,9.623916,G
53.477045,9.628089,G
53.402791,9.630605,G
53.57288,9.633018,G
53.482835,9.633331,G
53.749145,9.636854,G
53.475542,9.638366,G
53.481606,9.639113,G
53.568478,9.642003,G
53.759134,9.642405,G
53.750472,9.644318,G
53.756138,9.646323,G
53.756575,9.646806,G
53.403633,9.648317,G
53.589575,9.649413,G
53.750061,9.650975,G
53.73064,9.652196,G
53.725591,9.653632,G
53.687921,9.653655,G
53.561499,9.654905,G
53.743895,9.655904,G
53.654468,9.656076,G
53.404174,9.656184,G
53.681923,9.656382,G
53.755799,9.656804,G
53.753186,9.65742,G
53.725648,9.657536,G
53.754367,9.658886,G
53.763681,9.658897,G
53.756324,9.661158,G
53.461223,9.661579,G
53.761905,9.662087,G
53.663851,9.662994,G
53.536981,9.663195,G
53.746989,9.663312,G
53.684255,9.663554,G
53.581542,9.664157,G
53.683613,9.664837,G
53.463331,9.667861,G
53.758416,9.668183,G
53.551564,9.668313,G
53.684002,9.66852,G
53.659946,9.668747,G
53.745974,9.670813,G
53.761919,9.671432,G
53.684363,9.671981,G
53.753902,9.672069,G
53.734261,9.672146,G
53.752328,9.673153,G
53.693177,9.673492,G
53.469472,9.674405,G
53.460124,9.674743,G
53.692327,9.675366,G
53.742098,9.67602,G
53.619732,9.676714,G
53.681309,9.67706,G
53.734136,9.677852,G
53.680267,9.678139,G
53.745077,9.67822,G
53.761725,9.678924,G
53.530888,9.680201,G
53.768533,9.680886,G
53.468678,9.681175,G
53.722259,9.681318,G
53.720672,9.681404,G
53.621302,9.68149,G
53.688571,9.682262,G
53.573841,9.682668,G
53.70503,9.6827,G
53.69431,9.682937,G
53.750243,9.683286,G
53.741561,9.683575,G
53.592865,9.684958,G
53.739378,9.685892,G
53.470623,9.687932,G
53.749778,9.6888,G
53.462615,9.689169,G
53.572803,9.689218,G
53.536699,9.689324,G
53.466021,9.690715,G
53.767436,9.691032,G
53.762445,9.691436,G
53.584751,9.692041,G
53.479348,9.692309,G
53.4673,9.692448,G
53.762752,9.692775,G
53.539603,9.692886,G
53.683158,9.693277,G
53.435432,9.693768,G
53.404568,9.694329,G
53.481033,9.695146,G
53.475017,9.696538,G
53.421967,9.697047,G
53.47022,9.697063,G
53.570335,9.697129,G
53.583861,9.698063,G
53.573463,9.699082,G
53.744931,9.700415,G
53.582066,9.701281,G
53.404275,9.702125,G
53.467631,9.702294,G
53.467991,9.702953,G
53.479552,9.703255,G
53.56849,9.703534,G
53.479133,9.7037,G
53.643736,9.703734,G
53.477699,9.703869,G
53.56851,9.705344,G
53.591426,9.705484,G
53.574244,9.705644,G
53.582992,9.705674,G
53.526012,9.706507,G
53.456388,9.707727,G
53.577333,9.707772,G
53.696242,9.707994,G
53.689867,9.709885,G
53.571881,9.710032,G
53.58851,9.711041,G
53.697088,9.713085,G
53.570176,9.714018,G
53.475738,9.714852,G
53.582752,9.715284,G
53.590306,9.715407,G
53.696261,9.715443,G
53.466504,9.717031,G
53.574706,9.717787,G
53.784086,9.71782,G
53.747217,9.718855,G
53.591922,9.724058,G
53.475445,9.724831,G
53.586411,9.724917,G
53.584238,9.727622,G
53.685452,9.72822,G
53.510156,9.72844,G
53.57764,9.729055,G
53.511053,9.730894,G
53.574833,9.731306,G
53.592931,9.732087,G
53.583556,9.736219,G
53.585266,9.73757,G
53.659572,9.74034,G
53.56505,9.741377,G
53.571085,9.745529,G
53.59421,9.746141,G
53.564662,9.746974,G
53.59616,9.749449,G
53.564058,9.751493,G
53.612938,9.753496,G
53.67998,9.756893,G
53.58183,9.757353,G
53.782981,9.759584,G
53.782927,9.76012,G
53.565701,9.761495,G
53.445129,9.763844,G
53.785615,9.764225,G
53.56619,9.764536,G
53.580973,9.766154,G
53.599495,9.767467,G
53.567258,9.768988,G
53.806417,9.769078,G
53.604741,9.769608,G
53.782282,9.771015,G
53.623184,9.772319,G
53.792902,9.772487,G
53.788897,9.773468,G
53.650396,9.776638,G
53.582162,9.777452,G
53.531684,9.778147,G
53.7155,9.779409,G
53.576451,9.782548,G
53.561316,9.783257,G
53.652337,9.785726,G
53.560917,9.786071,G
53.659459,9.78765,G
53.584354,9.788037,G
53.663694,9.788267,G
53.580696,9.789861,G
53.652452,9.790395,G
53.473355,9.79051,G
53.651223,9.791275,G
53.468274,9.791438,G
53.425914,9.792603,G
53.560972,9.793872,G
53.620964,9.794563,G
53.561278,9.79458,G
53.583197,9.794659,G
53.662981,9.794685,G
53.557765,9.795815,G
53.589422,9.79643,G
53.661027,9.796674,G
53.655832,9.797844,G
53.643865,9.798224,G
53.469033,9.798229,G
53.457569,9.800046,G
53.481477,9.800116,G
53.482461,9.800124,G
53.461893,9.800219,G
53.559754,9.800839,G
53.658748,9.801323,G
53.576427,9.802141,G
53.556424,9.804902,G
53.522904,9.805351,G
53.581607,9.805405,G
53.443461,9.805522,G
53.658519,9.805833,G
53.556523,9.808187,G
53.652519,9.80837,G
53.564785,9.809031,G
53.521416,9.810358,G
53.517947,9.811391,G
53.689065,9.811933,G
53.644125,9.812221,G
53.561714,9.812677,G
53.461281,9.814333,G
53.57632,9.814546,G
53.564558,9.815387,G
53.55593,9.816211,G
53.580413,9.816981,G
53.648427,9.818332,G
53.472831,9.819035,G
53.561186,9.821626,G
53.461822,9.823537,G
53.57751,9.823658,G
53.554162,9.823888,G
53.462317,9.825916,G
53.556622,9.827774,G
53.5531,9.828424,G
53.473625,9.828593,G
53.47486,9.828765,G
53.648753,9.829513,G
53.648546,9.82958,G
53.582936,9.829856,G
53.580723,9.830952,G
53.471343,9.831729,G
53.466276,9.831775,G
53.605939,9.832274,G
53.646947,9.832454,G
53.648579,9.832761,G
53.583586,9.834738,G
53.466438,9.836418,G
53.600263,9.836816,G
53.600097,9.83728,G
53.573933,9.837842,G
53.729216,9.83803,G
53.630825,9.838288,G
53.641512,9.839191,G
53.58426,9.840214,G
53.629843,9.840472,G
53.633491,9.841139,G
53.551429,9.84241,G
53.555128,9.842625,G
53.608484,9.842773,G
53.633277,9.84403,G
53.573046,9.844183,G
53.550446,9.844283,G
53.594766,9.845142,G
53.46264,9.845245,G
53.677046,9.848154,G
53.585981,9.84888,G
53.57637,9.849304,G
53.598371,9.849782,G
53.453544,9.849833,G
53.696427,9.850568,G
53.536769,9.850573,G
53.591014,9.850964,G
53.695161,9.850995,G
53.474095,9.851456,G
53.594739,9.852254,G
53.457932,9.852437,G
53.469801,9.854002,G
53.606422,9.854796,G
53.548252,9.855116,G
53.583873,9.855153,G
53.575022,9.855381,G
53.646688,9.856781,G
53.477699,9.857621,G
53.599577,9.857826,G
53.53594,9.858175,G
53.578742,9.858405,G
53.548313,9.859008,G
53.539576,9.85902,G
53.531528,9.85921,G
53.616305,9.859462,G
53.562184,9.860125,G
53.589966,9.860195,G
53.467482,9.860243,G
53.564642,9.860706,G
53.621859,9.861101,G
53.557328,9.861338,G
53.577995,9.861796,G
53.565014,9.862212,G
53.59921,9.862275,G
53.571642,9.862343,G
53.5465,9.862476,G
53.626501,9.863096,G
53.562285,9.86317,G
53.632452,9.863306,G
53.477135,9.863819,G
53.593979,9.864033,G
53.4717,9.864796,G
53.431642,9.865072,G
53.525471,9.865714,G
53.552748,9.865781,G
53.605711,9.866959,G
53.547838,9.867269,G
53.55311,9.867287,G
53.616203,9.867297,G
53.585404,9.86748,G
53.540908,9.867794,G
53.608076,9.86789,G
53.460986,9.868134,G
53.571443,9.868607,G
53.573056,9.868883,G
53.451584,9.869254,G
53.539314,9.869446,G
53.657433,9.869824,G
53.631351,9.870015,G
53.585958,9.870044,G
53.592263,9.870266,G
53.601859,9.871065,G
53.591857,9.872412,G
53.471677,9.872465,G
53.625211,9.872487,G
53.534973,9.872559,G
53.596033,9.872627,G
53.558187,9.873023,G
53.578733,9.873552,G
53.579915,9.873808,G
53.571022,9.874481,G
53.527086,9.874509,G
53.77787,9.875188,G
53.477932,9.875258,G
53.465606,9.875511,G
53.774653,9.875548,G
53.551806,9.875945,G
53.769908,9.876761,G
53.659696,9.876861,G
53.565731,9.877168,G
53.535188,9.878093,G
53.563226,9.878329,G
53.771313,9.878942,G
53.528421,9.879083,G
53.617791,9.879375,G
53.606461,9.879477,G
53.47283,9.879617,G
53.574773,9.879729,G
53.584723,9.879959,G
53.574152,9.880099,G
53.533385,9.880428,G
53.60074,9.880488,G
53.572225,9.880813,G
53.560655,9.881027,G
53.599191,9.881123,G
53.479301,9.88128,G
53.544898,9.881945,G
53.640594,9.882532,G
53.580709,9.882539,G
53.575723,9.882556,G
53.446065,9.883065,G
53.546102,9.883516,G
53.531695,9.884654,G
53.448223,9.885475,G
53.520135,9.885717,G
53.611075,9.885976,G
53.474129,9.886006,G
53.559179,9.886235,G
53.442094,9.886323,G
53.599533,9.886894,G
53.564812,9.887055,G
53.589991,9.887629,G
53.56816,9.887679,G
53.558843,9.887685,G
53.576788,9.888182,G
53.458141,9.88852,G
53.594549,9.888627,G
53.623208,9.888679,G
53.581627,9.888794,G
53.471757,9.889375,G
53.575582,9.88939,G
53.608112,9.889523,G
53.583722,9.889688,G
53.44106,9.889924,G
53.582128,9.88998,G
53.60156,9.890189,G
53.579954,9.890976,G
53.648021,9.891249,G
53.573692,9.891681,G
53.546531,9.892123,G
53.559936,9.892294,G
53.638536,9.892319,G
53.461203,9.892378,G
53.553077,9.892469,G
53.603084,9.892903,G
53.579253,9.894382,G
53.585922,9.895582,G
53.544598,9.89568,G
53.421944,9.895833,G
53.610736,9.896123,G
53.731769,9.896384,G
53.553515,9.896855,G
53.576563,9.897069,G
53.551382,9.897363,G
53.57712,9.897525,G
53.58805,9.897533,G
53.598671,9.897612,G
53.608443,9.897653,G
53.588333,9.897993,G
53.577482,9.898114,G
53.475674,9.898163,G
53.578154,9.898208,G
53.571674,9.898299,G
53.565853,9.898642,G
53.58878,9.899439,G
53.695781,9.899974,G
53.547551,9.900082,G
53.587059,9.900214,G
53.545939,9.900533,G
53.736864,9.901027,G
53.609841,9.901127,G
53.620529,9.901183,G
53.536539,9.901237,G
53.583897,9.901593,G
53.564477,9.901715,G
53.432855,9.902892,G
53.482358,9.903534,G
53.571842,9.904308,G
53.43936,9.90434,G
53.731088,9.904442,G
53.634003,9.904529,G
53.608393,9.904589,G
53.570662,9.904589,G
53.663623,9.904734,G
53.561,9.905392,G
53.664531,9.905555,G
53.679702,9.905618,G
53.472255,9.905638,G
53.571673,9.905908,G
53.54463,9.906395,G
53.626387,9.906417,G
53.580008,9.906438,G
53.596121,9.9065,G
53.549263,9.906848,G
53.645875,9.907955,G
53.439189,9.907962,G
53.666,9.908149,G
53.567963,9.908279,G
53.620701,9.908542,G
53.647636,9.908602,G
53.58251,9.908939,G
53.54953,9.908947,G
53.60876,9.908962,G
53.60728,9.909287,G
53.602343,9.909362,G
53.639388,9.909475,G
53.55421,9.909524,G
53.562807,9.909813,G
53.619567,9.910077,G
53.556465,9.910079,G
53.559709,9.910753,G
53.639798,9.912334,G
53.565233,9.912431,G
53.558796,9.912519,G
53.56282,9.913207,G
53.559774,9.913269,G
53.543553,9.91334,G
53.543574,9.913603,G
53.631564,9.913761,G
53.571319,9.914361,G
53.590999,9.914392,G
53.788787,9.914517,G
53.55216,9.914674,G
53.691465,9.915484,G
53.599689,9.915564,G
53.7911,9.91581,G
53.545575,9.916295,G
53.6913,9.916364,G
53.557485,9.916477,G
53.600415,9.916616,G
53.592,9.916756,G
53.564497,9.917329,G
53.506048,9.917389,G
53.567479,9.917843,G
53.553492,9.917948,G
53.589859,9.918206,G
53.570617,9.918348,G
53.70575,9.918839,G
53.753071,9.918995,G
53.575329,9.919195,G
53.642658,9.919491,G
53.59495,9.919606,G
53.549881,9.920125,G
53.559103,9.920293,G
53.546213,9.921722,G
53.586246,9.921734,G
53.632039,9.921859,G
53.520599,9.921905,G
53.548904,9.922051,G
53.520346,9.922174,G
